ID,Loan no,Latitude,Longitude,State,Area,Branch,Status,DPD,Disbursal date,Product,Asset_Colleteral_Value,Carpet Area(SQFT),Year
1972,LXPIT02924-250044342,22.67075,75.613222,MP,A - 1 Indore,Pithampur,C,21,11-08-2024 00:00,HL,1280000,400,2024
1973,LXKRN03624-250043988,29.674548,77.041512,HR,A - 1 Chandigarh,Karnal,A,0,27-10-2024 00:00,STBL,801475,747,2024
1974,LXRJM04124-250044645,17.1034961,81.7796496,AP,A - 1 Vijayawada,Rajamundry,C,21,19-11-2024 00:00,STBLP,1640856,1449,2024
1975,LXROO04124-250044810,29.919484,77.837652,UK & UP,A - 1 Dehradun,Roorkee,C,24,20-11-2024 00:00,STBLP,1327600,1368,2024
1976,LXSKR02924-250044399,26.8919293,75.7819376,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,13-11-2024 00:00,HL,5064568,817,2024
1977,LXKUR02824-250044093,30.136219,76.897267,HR,A - 1 Chandigarh,Kurukshetra,A,0,28-10-2024 00:00,LAP,1866400,1931,2024
1978,LXGUN04124-250044428,16.378667,80.43975,AP,A - 1 Vijayawada,Guntur,A,0,14-11-2024 00:00,STBLP,2707498,1818,2024
1979,LXKOT03224-250043922,24.730223,76.394792,RJ-UP-3,A - 7 Kota,Kota,C,0,26-10-2024 00:00,BL,4567500,788,2024
1980,LXFAR02424-250044587,28.32321096,77.29546497,NCR,NCR,Faridabad,A,0,18-11-2024 00:00,LAP,3427200,1260,2024
1981,LXTRN02924-250044220,28.436404,74.484126,RJ-UP-1,A - 2 Jaipur 2,Tara Nagar,A,0,29-10-2024 00:00,HL,3070000,900,2024
1982,LXRUD03624-250044138,29.056962,79.318716,UK & UP,A - 1 Dehradun,Rudrapur,A,0,29-10-2024 00:00,STBL,2064000,1760,2024
1983,LXSAN02924-250044377,22.173278,76.079556,MP,A - 1 Indore,Sanawad,C,9,11-12-2024 00:00,HL,2454000,820,2024
1984,LXNKT02924-250044426,27.845267,75.621235,RJ-UP-1,A - 1 Jaipur,Neem Ka Thana,A,8,14-11-2024 00:00,HL,2070880,6099,2024
1985,LXDEW02824-250044491,23.019278,76.411722,MP,A - 1 Indore,Dewas,C,0,15-11-2024 00:00,LAP,4078800,1792,2024
1986,LXVDI04224-250044445,23.789885,77.542883,MP,A - 2 Bhopal,Vidisha,A,0,14-11-2024 00:00,STBLP,910000,1500,2024
1987,LXSRS03624-250044254,29.583,75.2396,HR,A - 2 Rohtak,Sirsa,C,30,29-10-2024 00:00,STBL,1004640,1197,2024
1988,LXSAG02424-250043959,23.664375,73.882133,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,27-10-2024 00:00,LAP,1853040,1742,2024
1989,LXRAT02924-250044146,22.735357,74.442811,MP,A - 1 Indore,Ratlam,C,0,29-10-2024 00:00,HL,2544000,2820,2024
1990,LXMND02924-250045156,24.033667,75.487361,MP,A - 1 Indore,Mandsaur,A,0,28-11-2024 00:00,HL,1224000,720,2024
1991,LXPRA02324-250044814,23.85182,74.878834,RJ-UP-2,A - 4 Bhilwara,Pratapgarh,A,0,20-11-2024 00:00,LAP,1769800,1628,2024
1992,LXLAX02924-250044770,28.52346946,77.44059117,NCR,NCR,Laxmi Nagar,A,0,20-11-2024 00:00,HL,2655000,450,2024
1993,LXVDI04124-250044481,23.163278,79.931194,MP,A - 2 Bhopal,Vidisha,A,0,15-11-2024 00:00,STBLP,2240000,1600,2024
1994,LXCHD02924-250044065,30.70889,76.759994,HR,A - 1 Chandigarh,Chandigarh,A,0,28-10-2024 00:00,HL,6896686,940,2024
1995,LXBUR02924-250044200,28.5294,77.4352,NCR,NCR,Burari,A,0,29-10-2024 00:00,HL,4583250,873,2024
1996,LXBWN02824-250044204,28.608574,76.271787,HR,A - 2 Rohtak,Bhiwani,A,0,29-10-2024 00:00,LAP,1436400,1080,2024
1997,LXROH03624-250044226,28.899873,76.64797,HR,A - 2 Rohtak,Rohtak,A,0,29-10-2024 00:00,STBL,1503000,1800,2024
1998,LXLUC02924-250044049,27.007752,80.895347,UK & UP,A - 2 Kanpur,Lucknow,A,0,28-10-2024 00:00,HL,1924200,750,2024
1999,LXDHR02924-250043995,30.06611,78.235399,UK & UP,A - 1 Dehradun,Dehradun,C,20,27-10-2024 00:00,HL,2892000,900,2024
2000,LXVDI04124-250044706,23.594059,78.078258,MP,A - 2 Bhopal,Vidisha,A,8,19-11-2024 00:00,STBLP,827500,2190,2024
2001,LXJPR02924-250043987,26.954153,75.666088,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,27-10-2024 00:00,HL,1414425,372,2024
2002,LXROO02924-250044427,29.953542,77.896239,UK & UP,A - 1 Dehradun,Roorkee,A,0,14-11-2024 00:00,HL,1890000,1890,2024
2003,LXSUM02324-250044524,25.096439,73.295369,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,16-11-2024 00:00,LAP,1538400,1125,2024
2004,LXUDP02224-250043862,24.720133,74.148929,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,26-10-2024 00:00,LAP,4602640,2684,2024
2005,LXJPR02924-250044967,26.465862,76.711571,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,25-11-2024 00:00,HL,2091000,820,2024
2006,LXKAN02924-250044007,26.3908,80.392,UK & UP,A - 2 Kanpur,Kanpur,A,0,27-10-2024 00:00,HL,3262800,1070,2024
2007,LXKUR02924-250044617,30.60963,76.856,HR,A - 1 Chandigarh,Kurali,A,0,19-11-2024 00:00,HL,1680000,774,2024
2008,LXTRN02924-250044161,28.670303,75.036217,RJ-UP-1,A - 2 Jaipur 2,Tara Nagar,A,0,29-10-2024 00:00,HL,3236051,1560,2024
2009,LXSRS03624-250044298,29.7099,75.0575,HR,A - 2 Rohtak,Sirsa,A,0,30-10-2024 00:00,STBL,1473402,1826,2024
2010,LXDEW02924-250044158,23.420556,76.276667,MP,A - 1 Indore,Dewas,C,57,29-10-2024 00:00,HL,2294400,1100,2024
2011,LXFAR03624-250044331,28.34259182,77.27880966,NCR,NCR,Faridabad,A,0,11-08-2024 00:00,STBL,604500,207,2024
2012,LXSUM02924-250044562,25.153175,73.097863,RJ-UP-3,A - 5 Jodhpur,Sumerpur,C,23,17-11-2024 00:00,HL,2605500,965,2024
2013,LXSIK04124-250043932,27.629402,75.118188,RJ-UP-1,A - 2 Jaipur 2,Sikar,C,7,27-10-2024 00:00,STBLP,2151909,2560,2024
2014,LXJHL02924-250044720,24.529958,76.171407,RJ-UP-3,A - 7 Kota,Jhalawar,A,0,19-11-2024 00:00,HL,1920000,800,2024
2015,LXKAS02824-250045797,29.201831,78.941838,UK & UP,A - 1 Dehradun,Kashipur,A,0,18-12-2024 00:00,LAP,1635600,660,2024
2016,LXMHB02924-250044060,16.773219,78.136858,Telangana,A - 1 Hyderabad,Mahbubnagar,A,0,28-10-2024 00:00,HL,7148208,2304,2024
2017,LXMHB04124-250044016,16.805282,77.940332,Telangana,A - 1 Hyderabad,Mahbubnagar,A,0,28-10-2024 00:00,STBLP,2654272,1963,2024
2018,LXKRN02924-250044080,29.360379,76.967715,HR,A - 1 Chandigarh,Karnal,C,0,28-10-2024 00:00,HL,1091900,450,2024
2019,LXMTH02824-250044731,27.5112,77.7069,RJ-UP-1,A - 1 Jaipur,Mathura,A,0,20-11-2024 00:00,LAP,767400,435,2024
2020,LXPPT03624-250044175,29.40593,76.98015,HR,A - 2 Rohtak,Panipat,A,0,29-10-2024 00:00,STBL,1100250,450,2024
2021,LXCHD02924-250044173,30.713473,76.837856,HR,A - 1 Chandigarh,Chandigarh,A,0,29-10-2024 00:00,HL,4557018,473,2024
2022,LXMEE02324-250044732,29.272392,77.60253,NCR,NCR,Meerut,A,0,20-11-2024 00:00,LAP,4178900,1903,2024
2023,LXJOD02924-250044031,26.200601,72.998393,RJ-UP-3,A - 5 Jodhpur,Jodhpur,C,26,28-10-2024 00:00,HL,3464000,800,2024
2024,LXFTH03624-250043861,24.866285,73.644068,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,0,26-10-2024 00:00,STBL,2661000,1598,2024
2025,LXDEO02824-250044665,25.705244,75.664023,RJ-UP-3,A - 7 Kota,Deoli,A,0,19-11-2024 00:00,LAP,790400,1568,2024
2026,LXJAB04124-250045038,23.163278,79.931194,MP,A - 2 Bhopal,Jabalpur,A,0,27-11-2024 00:00,STBLP,2528000,64,2024
2027,LXKRN03624-250044224,29.578247,76.904752,HR,A - 1 Chandigarh,Karnal,A,0,29-10-2024 00:00,STBL,806429,1037,2024
2028,LXGGN02924-250044487,28.7607,77.2453,NCR,NCR,Gurgaon,A,0,15-11-2024 00:00,HL,2089200,450,2024
2029,LXBHP02924-250044239,23.090024,77.499693,MP,A - 2 Bhopal,Bhopal,C,0,29-10-2024 00:00,HL,1164000,450,2024
2030,LXUTA02924-250044574,28.595997,77.097533,NCR,NCR,Uttam Nagar,A,0,18-11-2024 00:00,HL,7741000,630,2024
2031,LXKEK03324-250044656,26.308235,75.164767,RJ-UP-2,A - 3 Ajmer,Kekri,C,24,19-11-2024 00:00,BL,3120000,2352,2024
2032,LXGGN03624-250044424,28.48485735,76.86477501,NCR,NCR,Gurgaon,A,3,13-11-2024 00:00,STBL,2743020,1998,2024
2033,LXBWN02924-250044451,28.7842,76.1503,HR,A - 2 Rohtak,Bhiwani,A,0,14-11-2024 00:00,HL,2596000,900,2024
2034,LXPPT03624-250044867,29.394029,76.986326,HR,A - 2 Rohtak,Panipat,A,0,20-11-2024 00:00,STBL,2119500,900,2024
2035,LXBIJ02924-250044034,25.779937,74.869121,RJ-UP-2,A - 4 Bhilwara,Bijainagar,A,0,28-10-2024 00:00,HL,935250,945,2024
2036,LXBML02324-250044523,25.055468,72.184086,RJ-UP-3,A - 5 Jodhpur,Bhinmal,A,0,16-11-2024 00:00,LAP,1051000,400,2024
2037,LXCHD02924-250044270,30.7077,76.7607,HR,A - 1 Chandigarh,Chandigarh,A,0,30-10-2024 00:00,LAP,4685670,495,2024
2038,LXSNG02924-250044171,26.763086,75.716293,RJ-UP-1,A - 1 Jaipur,Sanganer,A,3,29-10-2024 00:00,HL,3078000,810,2024
2039,LXDHR02424-250044043,30.281598,78.020711,UK & UP,A - 1 Dehradun,Dehradun,A,0,28-10-2024 00:00,LAP,4008000,480,2024
2040,LXRJM02824-250044886,16.911959,82.061624,AP,A - 1 Vijayawada,Rajamundry,A,0,25-11-2024 00:00,LAP,6381820,4321,2024
2041,LXSNG03024-250044365,26.867491,75.946876,RJ-UP-1,A - 1 Jaipur,Sanganer,A,3,11-11-2024 00:00,LAP,2414500,937,2024
2042,LXRJP03624-250044370,30.398153,76.168739,HR,A - 1 Chandigarh,Rajpura,A,3,13-11-2024 00:00,STBL,827030,990,2024
2043,LXKOT02924-250043977,25.1487,75.8832,RJ-UP-3,A - 7 Kota,Kota,C,16,27-10-2024 00:00,HL,2592000,1258,2024
2044,LXNOI03224-250045058,28.59683,77.31243,NCR,NCR,Noida,A,0,12-05-2024 00:00,BL,3201100,170,2024
2045,LXJPR02924-250043931,26.8325,75.812,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,26-10-2024 00:00,HL,4320000,0,2024
2046,LXRAT04124-250044255,22.929812,74.94643,MP,A - 1 Indore,Ratlam,A,0,29-10-2024 00:00,STBLP,1497600,1152,2024
2047,LXBHN01224-250044479,24.713297,74.36166,RJ-UP-2,A - 4 Bhilwara,Bhinder,A,3,15-11-2024 00:00,HL,2768500,1000,2024
2048,LXRUD02924-250044275,29.006196,79.379052,UK & UP,A - 1 Dehradun,Rudrapur,A,0,30-10-2024 00:00,HL,962100,450,2024
2049,LXSWA03024-250044045,26.076337,76.15894,RJ-UP-3,A - 7 Kota,Sawai Madhopur,C,0,28-10-2024 00:00,HL,1750000,1400,2024
2050,LXGGN03624-250044819,28.36548885,77.06304618,NCR,NCR,Gurgaon,A,0,20-11-2024 00:00,STBL,2863260,1080,2024
2051,LXSNG02824-250044355,26.747286,75.811636,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,11-09-2024 00:00,LAP,1954800,450,2024
2052,LXIND02924-250044215,22.75655,75.909849,MP,A - 1 Indore,Indore-2,A,0,29-10-2024 00:00,HL,2082500,595,2024
2053,LXMOR02924-250044202,28.8815,78.4739,UK & UP,A - 1 Dehradun,Moradabad,A,0,29-10-2024 00:00,HL,1436600,988,2024
2054,LXBAN04124-250044443,23.760658,74.171994,RJ-UP-3,A - 6 Udaipur,Banswara,A,0,15-11-2024 00:00,STBLP,1874000,923,2024
2055,LXHAN03624-250043929,29.618028,74.268167,HR,A - 2 Rohtak,Hanumangarh,A,0,26-10-2024 00:00,STBL,2001000,960,2024
2056,LXDHA03624-250044626,22.676758,74.956079,MP,A - 1 Indore,Dhar,C,18,19-11-2024 00:00,STBL,1296000,648,2024
2057,LXKHA02324-250044137,22.075333,75.312639,MP,A - 1 Indore,Khargone,A,0,29-10-2024 00:00,LAP,1626650,527,2024
2058,LXBHN02924-250044791,24.457074,74.373654,RJ-UP-2,A - 4 Bhilwara,Bhinder,A,0,20-11-2024 00:00,HL,645000,538,2024
2059,LXAGR02924-250044211,27.1692664,77.9855004,RJ-UP-1,A - 1 Jaipur,Agra,A,0,29-10-2024 00:00,HL,1868400,450,2024
2060,LXREN03224-250044295,27.362024,75.407472,RJ-UP-1,A - 2 Jaipur 2,Reengus,A,0,30-10-2024 00:00,BL,9312800,1568,2024
2061,LXDHA03024-250044486,22.517293,75.62163,MP,A - 1 Indore,Dhar,A,0,15-11-2024 00:00,HL,1052700,870,2024
2062,LXKUR03624-250044773,30.939285,76.339054,HR,A - 1 Chandigarh,Kurali,A,0,20-11-2024 00:00,STBL,1308600,1044,2024
2063,LXJHL01124-250044851,24.4113,75.8145,RJ-UP-3,A - 7 Kota,Jhalawar,A,0,20-11-2024 00:00,HL,2437500,1250,2024
2064,LXPIP04124-250044300,22.833972,78.827,MP,A - 2 Bhopal,Pipariya,C,26,30-10-2024 00:00,STBLP,1711200,1072,2024
2065,LXSAN02924-250044290,21.922139,75.746917,MP,A - 1 Indore,Sanawad,A,0,30-10-2024 00:00,HL,1012000,1100,2024
2066,LXCHD02924-250044462,30.7153,76.8342,HR,A - 1 Chandigarh,Chandigarh,A,0,15-11-2024 00:00,HL,3952982,517,2024
2067,LXJAB02924-250044405,23.214387,79.873704,MP,A - 2 Bhopal,Jabalpur,A,0,13-11-2024 00:00,HL,1680000,600,2024
2068,LXHLD03624-250044363,29.2047983,79.4982981,UK & UP,A - 1 Dehradun,Haldwani,A,62,11-11-2024 00:00,STBL,2409200,860,2024
2069,LXSIK04124-250044207,27.340945,75.401578,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,0,29-10-2024 00:00,STBLP,2721625,5458,2024
2070,LXFAR03624-250044658,28.35418095,77.45718509,NCR,NCR,Faridabad,A,0,19-11-2024 00:00,STBL,1663400,594,2024
2071,LXBIA04124-250044691,23.957722,77.099472,MP,A - 2 Bhopal,Biaora,C,26,19-11-2024 00:00,STBLP,1102500,1050,2024
2072,LXJAB02924-250044652,23.235398,79.946379,MP,A - 2 Bhopal,Jabalpur,A,0,19-11-2024 00:00,HL,1560600,612,2024
2073,LXFZB02924-250044573,26.9568,81.8655,UK & UP,A - 2 Kanpur,Faizabad,C,17,18-11-2024 00:00,HL,3216400,3740,2024
2074,LXSAN03224-250044520,21.922139,75.746917,MP,A - 1 Indore,Sanawad,C,0,16-11-2024 00:00,BL,1000000,1000,2024
2075,LXNAG01224-250044396,23.536412,75.341344,MP,A - 1 Indore,Nagda,A,0,11-12-2024 00:00,HL,1922400,1200,2024
2076,LXUDP04124-250044097,23.489805,73.771787,RJ-UP-3,A - 6 Udaipur,Udaipur,A,3,28-10-2024 00:00,STBLP,1620000,1350,2024
2077,LXYMN04124-250045674,29.989194,77.332222,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,14-12-2024 00:00,STBLP,1266200,484,2024
2078,LXBUR02924-250044337,28.606368,77.108629,NCR,NCR,Burari,C,21,11-08-2024 00:00,HL,1814400,432,2024
2079,LXROO01124-250044212,29.7073583,77.8348683,UK & UP,A - 1 Dehradun,Roorkee,C,26,29-10-2024 00:00,HL,3124000,2180,2024
2080,LXMND02824-250045655,24.481202,74.913304,MP,A - 1 Indore,Mandsaur,A,0,13-12-2024 00:00,LAP,10814550,2273,2024
2081,LXJPR02924-250044148,26.953475,75.894228,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,29-10-2024 00:00,HL,1657000,600,2024
2082,LXLUC02924-250044003,26.8945067,81.0334648,UK & UP,A - 2 Kanpur,Lucknow,A,0,27-10-2024 00:00,HL,2200000,1000,2024
2083,LXKAN01224-250044262,26.4535,80.2141,UK & UP,A - 2 Kanpur,Kanpur,A,0,29-10-2024 00:00,HL,2211300,540,2024
2084,LXLAX03224-250044110,28.695327,77.328127,NCR,NCR,Laxmi Nagar,A,0,28-10-2024 00:00,BL,5655000,900,2024
2085,LXSKR02924-250044638,26.933863,75.8925,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,19-11-2024 00:00,HL,2342000,434,2024
2086,LXPPT02924-250044735,29.359464,77.296695,HR,A - 2 Rohtak,Panipat,A,0,20-11-2024 00:00,HL,3174432,2728,2024
2087,LXYMN02924-250044799,30.129028,77.308177,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,20-11-2024 00:00,HL,1171486,429,2024
2088,LXJAL02824-250044415,25.708782,72.786962,RJ-UP-3,A - 5 Jodhpur,Jalore,A,0,13-11-2024 00:00,LAP,812800,1392,2024
2089,LXBIA02824-250044655,24.372529,77.059719,MP,A - 2 Bhopal,Biaora,C,0,19-11-2024 00:00,LAP,3060000,1800,2024
2090,LXSIR02324-250044190,25.062429,72.673092,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,29-10-2024 00:00,LAP,1617000,2090,2024
2091,LXMEE02924-250045871,28.957927,77.76497,NCR,NCR,Meerut,A,0,19-12-2024 00:00,HL,1291500,369,2024
2092,LXJNP02824-250045003,28.611318,77.054084,NCR,NCR,Janakpuri,A,3,25-11-2024 00:00,LAP,850086,207,2024
2093,LXKND02824-250044105,21.861725,76.55792,MP,A - 1 Indore,Khandwa,A,0,28-10-2024 00:00,LAP,1970000,2800,2024
2094,LXSHP02824-250044650,25.620194,75.025163,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,19-11-2024 00:00,LAP,945200,1020,2024
2095,LXKHA02824-250044064,21.795596,75.859705,MP,A - 1 Indore,Khargone,C,0,28-10-2024 00:00,LAP,1872000,1248,2024
2096,LXBUR02824-250045242,28.754625,77.195185,NCR,NCR,Burari,A,0,28-11-2024 00:00,LAP,5695200,630,2024
2097,LXIND02924-250044913,22.690765,75.81837,MP,A - 1 Indore,Indore-2,A,0,22-11-2024 00:00,LAP,2659500,600,2024
2098,LXIND02824-250044194,22.69369,75.819397,MP,A - 1 Indore,Indore,A,0,29-10-2024 00:00,LAP,4725000,750,2024
2099,LXSHP02924-250044375,25.435479,75.106259,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,11-12-2024 00:00,HL,945000,1980,2024
2100,LXJPR02924-250044129,26.946207,75.871303,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,29-10-2024 00:00,HL,1344000,540,2024
2101,LXSIK04124-250044096,27.629121,75.120279,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,8,28-10-2024 00:00,STBLP,2850000,900,2024
2102,LXKTH02824-250044615,29.599898,76.324933,HR,A - 1 Chandigarh,Kaithal,A,0,18-11-2024 00:00,LAP,1720990,1530,2024
2103,LXDEW02824-250044143,22.715139,76.375056,MP,A - 1 Indore,Dewas,A,8,29-10-2024 00:00,LAP,1945000,1400,2024
2104,LXRAT01124-250044210,23.3124853,75.0382777,MP,A - 1 Indore,Ratlam,A,67,29-10-2024 00:00,HL,2091000,400,2024
2105,LXLUC01124-250044205,26.89039,80.8539,UK & UP,A - 2 Kanpur,Lucknow,C,0,29-10-2024 00:00,HL,3499500,1085,2024
2106,LXPAL04124-250044310,25.776284,73.289511,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,11-06-2024 00:00,STBLP,1136250,600,2024
2107,LXSON03224-250044216,28.745388,77.197403,HR,A - 2 Rohtak,Sonipat,A,0,29-10-2024 00:00,BL,4000290,0,2024
2108,LXBHL02224-250044021,25.27822,74.304989,RJ-UP-2,A - 4 Bhilwara,Bhilwara,C,8,28-10-2024 00:00,LAP,2436000,1680,2024
2109,LXJPR02924-250044228,27.125972,75.71975,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,C,10,29-10-2024 00:00,HL,1589600,640,2024
2110,LXJPR02924-250044131,26.95475,75.891167,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,29-10-2024 00:00,HL,1299500,450,2024
2111,LXBUR02924-250044983,28.6080317,77.1116353,NCR,NCR,Burari,A,0,25-11-2024 00:00,HL,2980800,360,2024
2112,LXKAL04124-250045500,27.172366,75.354693,RJ-UP-1,A - 2 Jaipur 2,Kalwar Road,A,3,30-11-2024 00:00,STBLP,1884802,2448,2024
2113,LXPIT02824-250044418,22.858583,75.737778,MP,A - 1 Indore,Pithampur,A,0,13-11-2024 00:00,LAP,1440000,1600,2024
2114,LXLAX02824-250044763,28.640611,77.322417,NCR,NCR,Laxmi Nagar,A,0,20-11-2024 00:00,LAP,6577160,1198,2024
2115,LXBHN02924-250044197,24.423096,74.423163,RJ-UP-2,A - 4 Bhilwara,Bhinder,A,0,29-10-2024 00:00,HL,1080000,900,2024
2116,LXJHN03324-250044241,28.236143,75.077795,RJ-UP-1,A - 2 Jaipur 2,Jhunjhunu,A,3,29-10-2024 00:00,BL,3775500,3630,2024
2117,LXFZB04124-250044709,26.935,82.5041,UK & UP,A - 2 Kanpur,Faizabad,C,21,19-11-2024 00:00,STBLP,8644000,1840,2024
2118,LXVDI02824-250044347,23.509295,77.821482,MP,A - 2 Bhopal,Vidisha,A,0,11-08-2024 00:00,LAP,842400,468,2024
2119,LXROO02924-250044725,29.845872,77.88891,UK & UP,A - 1 Dehradun,Roorkee,A,0,20-11-2024 00:00,HL,1701650,501,2024
2120,LXFAR02324-250044644,28.48183847,77.33350485,NCR,NCR,Faridabad,A,3,19-11-2024 00:00,LAP,1762200,360,2024
2121,LXSIR02824-250044257,24.861315,72.950104,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,29-10-2024 00:00,LAP,1865100,630,2024
2122,LXBAN01124-250044555,23.576426,74.404355,RJ-UP-3,A - 6 Udaipur,Banswara,A,0,17-11-2024 00:00,HL,3720000,1200,2024
2123,LXSHR02924-250044528,29.959748,77.770995,UK & UP,A - 1 Dehradun,Saharanpur,A,0,17-11-2024 00:00,HL,2179400,1006,2024
2124,LXMOR02824-250044214,28.524717,78.720918,UK & UP,A - 1 Dehradun,Moradabad,A,0,29-10-2024 00:00,LAP,8673400,14101,2024
2125,LXSNG01224-250044746,26.7411863,75.8404883,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-11-2024 00:00,HL,1370000,450,2024
2126,LXCHO04124-250045545,27.202674,75.853097,RJ-UP-1,A - 2 Jaipur 2,Chomu,A,8,12-05-2024 00:00,STBLP,4384800,12180,2024
2127,LXSNG02924-250044685,26.761121,75.838754,RJ-UP-1,A - 1 Jaipur,Sanganer,C,0,19-11-2024 00:00,HL,3489000,750,2024
2128,LXKAN02924-250044142,26.4069,80.3061,UK & UP,A - 2 Kanpur,Kanpur,C,21,29-10-2024 00:00,HL,3475000,900,2024
2129,LXCGH04124-250044245,24.873611,74.612889,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,29-10-2024 00:00,STBLP,1805000,950,2024
2130,LXSHP02924-250044397,25.422708,75.152074,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,3,13-11-2024 00:00,HL,1878000,2660,2024
2131,LXGGN03624-250044459,28.3588372,77.09446687,NCR,NCR,Gurgaon,A,0,15-11-2024 00:00,STBL,1087200,360,2024
2132,LXSHR03224-250044550,29.826517,77.25203,UK & UP,A - 1 Dehradun,Saharanpur,C,0,17-11-2024 00:00,BL,1075500,1485,2024
2133,LXPIT01224-250044450,22.641306,75.584972,MP,A - 1 Indore,Pithampur,A,0,14-11-2024 00:00,HL,2000000,600,2024
2134,LXDHR02424-250044222,30.351254,77.851083,UK & UP,A - 1 Dehradun,Dehradun,C,0,30-10-2024 00:00,LAP,1458000,405,2024
2135,LXLAX02924-250045745,28.709382,77.28784,NCR,NCR,Laxmi Nagar,A,0,18-12-2024 00:00,HL,1831950,225,2024
2136,LXNAG02824-250044441,23.334841,75.561428,MP,A - 1 Indore,Nagda,A,0,14-11-2024 00:00,LAP,6030000,900,2024
2137,LXREN03624-250044354,27.41308,75.608625,RJ-UP-1,A - 2 Jaipur 2,Reengus,C,0,11-11-2024 00:00,STBL,2011800,9900,2024
2138,LXBAN02924-250044609,23.589666,74.169996,RJ-UP-3,A - 6 Udaipur,Banswara,A,0,18-11-2024 00:00,HL,3232000,1200,2024
2139,LXUDP02924-250044177,24.543394,73.705984,RJ-UP-3,A - 6 Udaipur,Udaipur,A,3,29-10-2024 00:00,HL,4477000,1210,2024
2140,LXSRS03624-250044795,29.6188,74.8529,HR,A - 2 Rohtak,Sirsa,A,0,20-11-2024 00:00,STBL,1509180,1634,2024
2141,LXSUM03624-250044727,25.189669,73.286721,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,19-11-2024 00:00,STBL,1298000,990,2024
2142,LXLUC02924-250044247,26.855795,80.847984,UK & UP,A - 2 Kanpur,Lucknow,C,0,29-10-2024 00:00,HL,1542200,500,2024
2143,LXYMN03624-250044330,30.083,77.2836,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,11-08-2024 00:00,STBL,1512416,978,2024
2144,LXKAS02924-250044755,28.921012,79.309832,UK & UP,A - 1 Dehradun,Kashipur,A,3,20-11-2024 00:00,HL,2281900,1216,2024
2145,LXNOI02924-250044303,28.627475,77.40846,NCR,NCR,Noida,A,0,30-10-2024 00:00,HL,3500100,900,2024
2146,LXPRA04124-250044671,23.899101,74.891142,RJ-UP-2,A - 4 Bhilwara,Pratapgarh,A,8,19-11-2024 00:00,STBLP,1411200,672,2024
2147,LXBAN02924-250044456,23.559877,74.399938,RJ-UP-3,A - 6 Udaipur,Banswara,A,0,15-11-2024 00:00,HL,1404000,585,2024
2148,LXRUD02424-250044276,29.040972,79.252472,UK & UP,A - 1 Dehradun,Rudrapur,C,26,30-10-2024 00:00,LAP,4793600,2042,2024
2149,LXFAR02924-250044858,28.471811,77.322161,NCR,NCR,Faridabad,C,0,20-11-2024 00:00,HL,3995400,630,2024
2150,LXCHD02924-250045065,30.7077,76.7607,HR,A - 1 Chandigarh,Chandigarh,A,0,26-11-2024 00:00,HL,4685670,495,2024
2151,LXPIT04124-250044398,22.662028,75.505,MP,A - 1 Indore,Pithampur,A,0,11-12-2024 00:00,STBLP,1950000,1500,2024
2152,LXPRA02824-250044567,24.030113,74.774297,RJ-UP-2,A - 4 Bhilwara,Pratapgarh,A,0,18-11-2024 00:00,LAP,2595825,118,2024
2153,LXPPT03224-250044817,29.452282,77.305985,HR,A - 2 Rohtak,Panipat,C,17,20-11-2024 00:00,BL,1080000,1080,2024
2154,LXPAL02824-250044783,25.358557,73.309318,RJ-UP-3,A - 5 Jodhpur,Pali,C,16,20-11-2024 00:00,LAP,743500,430,2024
2155,LXCHD02824-250046173,30.7122,76.8348,HR,A - 1 Chandigarh,Chandigarh,A,0,27-12-2024 00:00,LAP,6750000,900,2024
2156,LXBHN02924-250044374,25.071389,74.305694,RJ-UP-2,A - 4 Bhilwara,Bhinder,A,0,11-12-2024 00:00,HL,1612700,2322,2024
